EVTDESCmisc_traits.5;When you talk, other children your age stop and listen. You decide to try and speak in that tone to the adults as well...;Lorsque vous parlez, les enfants de votre âge arrêtent tout pour vous écouter. Vous décidez d’essayer ce même ton avec les adultes…;;;Cuando habláis, los otros niños se callan y escuchan, así que habéis decidido intentar hablar así a todo el mundo…;;;;;;;;;x
EVTDESCmisc_traits.6;[From.GetTitledFirstName] adopts a very authoritative tone of voice with everyone, including [From.GetHerHis] elders and you.;[From.GetTitledFirstName] adopte un ton très autoritaire avec n'importe qui, y compris ses aînés et vous-même.;;;[From.GetTitledFirstName] ha empezado a hablar de manera autoritaria a todo el mundo, incluidos sus mayores e incluso a vos.;;;;;;;;;x
EVTOPTAmisc_traits.6;Good to see [From.GetTitledFirstName] acts like the noble [From.GetSheHe] is, and not like the common riff-raff.;Une bonne chose, [From.GetTitledFirstName] se conduit comme le(a) noble qu'[From.GetSheHe] est et pas comme la racaille du commun.;;;Está bien que [From.GetTitledFirstName] se comporte como el noble que es y no como la gente común;;;;;;;;;x
EVTOOLTIPmisc_traits.7;[From.GetTitledFirstName] will become more authoritative.;[From.GetTitledFirstName] va devenir plus autoritaire.;;;[From.GetTitledFirstName] será más autoritario;;;;;;;;;x
EVTOPTBmisc_traits.6;Better not use that tone with me KID!;Il vaudrait mieux ne pas utiliser ce ton-là avec moi, petit(e) !;;;¡No uses ese tono conmigo Niño!;;;;;;;;;x
EVTOOLTIPmisc_traits.8;You slap [From.GetTitledFirstName].;Vous giflez [From.GetTitledFirstName].;;;Abofeteáis a [From.GetTitledFirstName].;;;;;;;;;x
EVTDESCmisc_traits.7;[From.GetTitledFirstName] encourages me to be more authoritative.;[From.GetTitledFirstName] m'encourage à être plus autoritaire.;;;[From.GetTitledFirstName] me anima a que sea más autoritario.;;;;;;;;;x
EVTDESCmisc_traits.8;[From.GetTitledFirstName] slaps me and tells me not to talk to my elders and superiors in that tone.;[From.GetTitledFirstName] m'a donné une gifle et m'a dit de ne plus parler ainsi à mes aînés et supérieurs.;;;[From.GetTitledFirstName] me abofeteó y me dijo que no use ese tono con mis mayores o superiores.;;;;;;;;;x
authoritative;Authoritative;Autoritaire;;;Autoritario;;;;;;;;;x
authoritative_desc;When this character speaks, they speak with a natural authoritative tone;Lorsque ce personnage parle, il s'exprime avec un ton naturellement autoritaire;;;Cuando este personaje habla, siempre lo hace con un tono natural de autoridad;;;;;;;;;x
rude;Rude;Grossier;;;Grosero;;;;;;;;;x
rude_desc;This character uses very inappropriate language!;Ce personnage utilise un langage inapproprié !;;;¡Este personaje utiliza un lenguaje inapropiado!;;;;;;;;;x
EVTDESCmisc_traits.9;You have great fun provoking people with rude remarks.;Vous avez grand plaisir à provoquer les gens avec des remarques grossières.;;;Os place provocar a las personas con palabras groseras.;;;;;;;;;x
EVTDESCmisc_traits.10;[From.GetTitledFirstName] is very rude to people in your court...;[From.GetTitledFirstName] est très grossier(e) avec les gens de votre cour…;;;[From.GetTitledFirstName] es muy grosero con la gente de la corte...;;;;;;;;;x
EVTOPTAmisc_traits.10;You find it amusing and do nothing to discourage it.;Vous trouvez cela amusant et ne faites rien pour le(a) décourager.;;;Os resulta divertido y no hacéis nada para desalentarle.;;;;;;;;;x
EVTOOLTIPmisc_traits.11;[From.GetTitledFirstName] makes a habit of it, and become a very rude person.;[From.GetTitledFirstName] en fait une habitude et devient une personne très grossière.;;;[From.GetTitledFirstName] lo toma como hábito y se convierte en una persona muy grosera.;;;;;;;;;x
EVTOPTBmisc_traits.10;Scold [From.GetTitledFirstName] for [From.GetHerHis] behavior, [From.GetSheHe] is embarrassing you!;Gronder [From.GetTitledFirstName] pour son comportement, [From.GetSheHe] vous fait honte ! ;;;¡Reñir a [From.GetTitledFirstName] por su comportamiento, [From.GetSheHe] os está avergonzando! ;;;;;;;;;x
EVTOOLTIPmisc_traits.12;[From.GetTitledFirstName] might not like you scolding [From.GetHerHim], and might not even listen...;[From.GetTitledFirstName] pourrait ne pas aimer être grondé(e) et pourrait même ne pas vous écouter… ;;;A [From.GetTitledFirstName] podría no gustarle ser reñido y tal vez ni os escuche...;;;;;;;;;x
EVTDESCmisc_traits.11;[From.GetTitledFirstName] doesn't mind you being rude to other people.;[From.GetTitledFirstName] ne fait aucune objection à ce que vous soyez grossier avec les autres personnes. ;;;A [From.GetTitledFirstName] no le importa que seáis grosero con otras personas.;;;;;;;;;x
EVTDESCmisc_traits.12;[From.GetTitledFirstName] scolds you for embarrassing [From.GetHerHim]!;[From.GetTitledFirstName] vous reproche de l'avoir mis(e) dans l'embarras !;;;¡[From.GetTitledFirstName] os reprocha haberle avergonzado!;;;;;;;;;x
familyperson;Family Person;Attaché(e) à la famille;;;Familiar;;;;;;;;;x
familyperson_desc;This character will do more than most for their kinsmen.;Ce personnage fera tout ce qu'il peut pour sa parenté.;;;Este personaje hará todo lo que pueda por su familia.;;;;;;;;;x
EVTDESCmisc_traits.13;When playing with the other children my closest of relations are my best friends, I always make sure they win our games!;Lorsque vous jouez avec d'autres enfants, vous semblez favoriser ceux qui sont proches de vous par le sang.;;;Cuando juego con otros niños, mis familiares son mis mejores amigos, ¡y siempre intento que ganemos todos los juegos!;;;;;;;;;x
EVTDESCmisc_traits.14;When [From.GetTitledFirstName] plays with the other children [From.GetSheHe] seems to favor those who are the closest of relations.;Lorsque [From.GetTitledFirstName] joue avec d'autre enfants, [From.GetSheHe] semble favoriser ceux qui lui sont proches par le sang. ;;;Cuando [From.GetTitledFirstName] juega con otros niños, parece favorecer siempre a los que son familia.;;;;;;;;;x
EVTOPTAmisc_traits.14;Explain to [From.GetTitledFirstName] how important family is.;Expliquer à [From.GetTitledFirstName] combien la famille est importante.;;;Explicar a [From.GetTitledFirstName] cuán importante es la familia.;;;;;;;;;x
EVTOOLTIPmisc_traits.15;[From.GetTitledFirstName] will become more family orientated.;[From.GetTitledFirstName] va davantage s’attacher à sa famille.;;;[From.GetTitledFirstName] será una persona más familar.;;;;;;;;;x
EVTOPTBmisc_traits.14;Explain to [From.GetTitledFirstName] that everyone is equal.;Expliquer à [From.GetTitledFirstName] que tout le monde est égal.;;;Explicar a [From.GetTitledFirstName] que todo el mundo es igual.;;;;;;;;;x
EVTOOLTIPmisc_traits.16;[From.GetTitledFirstName] will try to be nicer to other people as well...;[From.GetTitledFirstName] va aussi essayer d'être plus gentil(le) avec les autres personnes…;;;[From.GetTitledFirstName] rratará de ser más gentil con el resto de personas…;;;;;;;;;x
EVTDESCmisc_traits.15;[From.GetTitledFirstName] explained to me how important family is.;[From.GetTitledFirstName] m'a expliqué(e) combien la famille est importante. ;;;[From.GetTitledFirstName] cuán importante es la familia.;;;;;;;;;x
EVTDESCmisc_traits.16;[From.GetTitledFirstName] explained that everyone is equal. I should try to be nicer to other people as well...;[From.GetTitledFirstName] m'a expliqué(e) que tout le monde est égal. Je devrais essayer d'être plus gentil(le) avec les autres…;;;[From.GetTitledFirstName] me ha explicado que todo el mundo es igual. Debería tratar de ser más gentil con el resto de personas...;;;;;;;;;x
selfish;Selfish;Égoïste;;;Egoísta;;;;;;;;;x
selfish_desc;This character is very selfish.;Ce personnage est particulièrement égoïste.;;;Este personaje es muy egoísta.;;;;;;;;;x
EVTDESC420016;While playing with the other children you seem to favor yourself over the other children...;Lorsque vous jouez avec d'autres enfants, vous semblez vous favoriser vous-mêmes au détriments des autres jeunes…;;;Cuando jugáis con otros niños, tendéis siempre a favoreceros a vos mismo en detrimento de los demás...;;;;;;;;;x
EVTDESCmisc_traits.18;You notice [From.GetTitledFirstName] is acting very selfish while playing with other children.;Vous remarquez que [From.GetTitledFirstName] se comporte de façon égoïste lorsqu'[From.GetSheHe] joue avec d'autres enfants.;;;Notáis que [From.GetTitledFirstName] se comporta de forma egoísta cuando juega con otros niños.;;;;;;;;;x
EVTOPTAmisc_traits.18;Who cares.... I have better things to do...;Qui s'en soucie… J'ai des choses plus importantes à faire…;;;¿A quién le importa? Tengo cosas más importantes que hacer..;;;;;;;;;x
EVTOOLTIPmisc_traits.19;[From.GetTitledFirstName] will grow up to be selfish...;[From.GetTitledFirstName] va grandir et devenir égoïste…;;;[From.GetTitledFirstName] crece y se convierte en un egoísta…;;;;;;;;;x
EVTOPTBmisc_traits.18;I will try to explain to [From.GetTitledFirstName] why being selfish is wrong...;Je vais essayer d'expliquer à [From.GetTitledFirstName] pourquoi être égoïste n'est pas bien… ;;;Intentaré explicar a [From.GetTitledFirstName] porque ser egoísta no es bueno...;;;;;;;;;x
EVTOOLTIPmisc_traits.20;[From.GetTitledFirstName] will heed your advice.;[From.GetTitledFirstName] va tenir compte de votre conseil. ;;;[From.GetTitledFirstName] tendrá en cuenta vuestro consejo.;;;;;;;;;x
EVTDESCmisc_traits.19;I think I'm very important to myself! Infact... I'm the most important person in the whole world!;Je pense que je suis très important(e) pour moi-même ! En fait… je suis la personne la plus importante du monde entier !;;;¡Pienso que soy muy importante para mi mismo! De hecho... ¡Soy la persona más importante del mundo entero!;;;;;;;;;x
blind_desc;This character cannot see, due to injury or disease.;Suite à une blessure ou à une maladie, ce personnage a perdu l’usage de ses yeux ;;;Este personaje no puede ver debido a una herida o a una enfermedad.;;;;;;;;;x
ruthless;Ruthless;Impitoyable;;;Despiadado;;;;;;;;;x
ruthless_desc;This character believes that the ends justify the means, and will stop at nothing to achieve their goals.;Ce personnage pense que la fin justifie les moyens et ne reculera devant rien pour atteindre ses objectifs.;;;Este personaje piensa que el fin justifica los medios y no reculará ante nadie para lograr sus objetivos.;;;;;;;;;x
honorable;Honorable;Honorable;;;Honorable;;;;;;;;;x
honorable_desc;This character is a firm believer in the importance of duty, mercy, and honor.;Ce personnage croit fermement en l'importance du devoir, de la pitié et de l'honneur.;;;Este personaje cree firmemente en la importancia del deber, la piedad y el honor.;;;;;;;;;x
EVTDESCmisc_traits.25;You're fed up with always losing games to the other children. You're faster and cleverer than they are, but whenever you find a way to win, they make up a new rule against it, and when you play on teams, your team always drags you down.;Vous en avez par-dessus la tête de perdre contre les autres enfants. Vous êtes plus rapide et intelligent(e) qu'eux mais à chaque fois que vous trouvez un moyen de gagner, ils créent une nouvelle règle pour vous en empêcher et lorsque vous jouez en équipe, la vôtre vous tire constamment vers le bas.;;;Estáis harto de perder contra los otros niños. Sois más rápido e inteligente que ellos pero cada vez que encuentráis una forma de ganar, ellos crean una nueva regla contra ella, y cuando jugáis en equipo, el vuestro siempre os hace perder.;;;;;;;;;x
EVTOPTAmisc_traits.25;I won't let them hold me back any more!;Je ne les laisserais plus me rabaisser !;;;!No les dejaré contenerme!;;;;;;;;;x
EVTTOOLTIPmisc_traits.26;reacts;réagit;;;reacciona;;;;;;;;;x
EVTDESCmisc_traits.26;Your [From.GetRootRelation] [From.GetFirstName] has started breaking the rules of the games [From.GetSheHe] plays with the other children. Apparently, [From.GetSheHe] thinks winning is more important than fair play.;Votre [From.GetRootRelation] [From.GetFirstName] a commencé à tricher lorsqu'[From.GetSheHe] joue avec les autres enfants.  Apparemment, [From.GetSheHe] pense que gagner est plus important que le fair-play. ;;;Vyestro [From.GetRootRelation] [From.GetFirstName] ha empezado a romper las reglass cuando juega con otros niños. Aparentemente, piensa que ganar es más importante que jugar limpio.;;;;;;;;;x
EVTOPTAmisc_traits.26;[From.GetSheHeCap] learns quickly.;[From.GetSheHeCap] apprend vite.;;;[From.GetSheHeCap] aprende rápido.;;;;;;;;;x
EVTOPTBmisc_traits.26;I'll have to put a stop to that.;Je dois mettre fin à tout ceci.;;;Tengo que poner fin a esto.;;;;;;;;;x
EVTDESCmisc_traits.27;You've stopped playing by the stupid rules the other children make up, and made sure only to ever pick the best players for your team, and started winning the victories you always deserved. Even your [From.GetRootRelation] is impressed.;Vous avez cessé de jouer avec ces règles stupides que les autres enfants ont inventées, vous vous êtes assuré(e) de prendre seulement les meilleurs joueurs dans votre équipe et vous avez finalement commencé à remporter les victoires que vous aviez toujours méritées. Même votre [From.GetRootRelation] est impressionné(e).;;;Habéis dejado de seguir esas reglas estúpidas que inventan los otros niños. Os aseguráis de escoger solo a los mejores jugadores para vuestro equipo y habéis empezado a conseguir las victorias que siempre habíais merecido. Hasta vuestro [From.GetRootRelation] está impresionado.;;;;;;;;;x
EVTOPTAmisc_traits.27;I'll do anything to win.;Je ferai tout pour gagner.;;;Haré lo necesario para ganar.;;;;;;;;;x
EVTDESCmisc_traits.28;You tried to stop playing by the stupid rules the other children make up, and you managed to win a crushing victory. After that, though, your [From.GetRootRelation] took you aside and gave you a long talk about the importance of honor and fair play.;Vous avez tenté de ne plus suivre les règles imposées par vos camarades de jeu et avez réussi à remporter une victoire écrasante. Mais après le jeu, votre [From.GetRootRelation] vous a pris(e) à part et vous a longuement parlé(e) de l'importance de l'honneur et du fair-play.;;;No habéis seguido las reglas impuestas por vuestros compañeros de juego y habéis conseguido una victoria aplastante. Sin embargo, tras el juego, vuestro [From.GetRootRelation] os ha apartado del resto y os ha dado una charla sobre la importancia del honor y el juego limpio.;;;;;;;;;x
EVTOPTAmisc_traits.28;Maybe the rules aren't so stupid after all...;Peut-être les règles ne sont-elles pas si stupides après tout…;;;Tal vez las normas no son tan estúpidas después de todo...;;;;;;;;;x
EVTDESCmisc_traits.29;You did some thinking lately, and decided that from now on, you were going to follow the rules and treat everyone with respect, no matter what.;Vous avez longuement réfléchi ces dernier temps et avez décidé qu'à partir de maintenant vous alliez suivre les règles et traiter tout le monde avec respect, quoiqu'il se passe. ;;;Habéis reflexionado, y habéis decidido que a partir de ahora seguiréis las reglas y tratarés a todo el mundo con respeto, pase lo que pase.;;;;;;;;;x
EVTOPTAmisc_traits.29;Honor is important.;L'honneur est important.;;;El honor es importante.;;;;;;;;;x
EVTTOOLTIPmisc_traits.30;reacts;réagit;;;reacciona;;;;;;;;;x
EVTDESCmisc_traits.30;Your [From.GetRootRelation] [From.GetFirstName] always follows the rules, and refuses to cheat when playing games with the other children.;Votre [From.GetRootRelation] [From.GetFirstName] respecte toujours les règles et refuse de tricher lors des jeux avec les autres enfants. ;;;Vuestr[From.GetOA] [From.GetRootRelation] [From.GetFirstName] respeta siempre las reglas y rechaza hacer trampas cuando juega con otros niños.;;;;;;;;;x
EVTOPTAmisc_traits.30;[From.GetSheHeCap] is growing up to be a [From.GetManWoman] of honor.;[From.GetSheHeCap] grandit pour devenir un(e) [From.GetManWoman] d'honneur.;;;[From.GetSheHeCap] se esta convirtiendo en una persona de honor.;;;;;;;;;x
EVTOPTBmisc_traits.30;[From.GetSheHeCap] shouldn't be held back by such foolish things.;[From.GetSheHeCap] ne devrait pas se retenir à cause de telles idioties. ;;;[From.GetSheHeCap] no debería contenerse por esas tonterías.;;;;;;;;;x
EVTDESCmisc_traits.31;Your [From.GetRootRelation] is pleased with your new fair and honorable behavior.;Votre [From.GetRootRelation] est satisfait(e) de votre nouveau comportement honorable et juste.  ;;;Vuestr[From.GetOA] [From.GetRootRelation] está muy satisfech[From.GetOA] con vuestro comportamiento honorable y justo.;;;;;;;;;x
EVTOPTAmisc_traits.31;I'll always do the right thing.;Je ferai toujours ce qui est bien.;;;Haré siempre lo correcto;;;;;;;;;x
EVTDESCmisc_traits.32;After seeing your new fair and honorable behavior, your [From.GetRootRelation] challenged you to a game of Cyvasse - and beat you through some of the dirtiest, most underhanded tricks you ever saw.;Après avoir constaté votre nouveau comportement, votre [From.GetRootRelation] vous a défié(e) au cyvosse et vous a promptement battu(e) en enchaînant les coups les plus tordus et les plus sournois qui vous aient été donnés de voir.;;;Tras constatar vuestro nuevo comportamiento justo y honrado, vuestr[From.GetOA] [From.GetRootRelation] os ha desafiado al Sitrang y os ha ganado rápidamente encadenando los trucos más sucios que jamás habíais visto.;;;;;;;;;x
EVTOPTAmisc_traits.32;Maybe it's alright to fight dirty sometimes.;Peut-être est-il parfois bon de jouer sournoisement.;;;Tal vez sea bueno jugar sucio de vez en cuando.;;;;;;;;;x
crippled;Crippled;Estropié;;;Lisiado;;;;;;;;;x
crippled_desc;This character suffered a serious injury in the past, and has lost usage of a part of his body. This has left them unable to move without great difficulty.;Ce personnage a souffert d'une sérieuse blessure par le passé et il a perdu l'usage d'un de ses membres. Cela l'empêche de se mouvoir correctement ou sans souffrir atrocement.;;;Este personaje sufrió una lesión grave en el pasado y ha perdido el uso de uno de sus miembros.;;;;;;;;;x
EVTDESCtrait_notification.13;People find you abrupt and abrasive, you have gained the rude trait.;Les gens vous trouvent brusque et abrasif, vous avez gagné le trait rude.;;;La gente os encuentra brusco y abrasivo, habéis ganado el rasgo grosero. ;;;;;;;;;x
EVTDESCtrait_notification.204;[FromFrom.GetFirstName] is becoming abrupt and abrasive, [FromFrom.GetSheHe] has gained the rude trait.;[FromFrom.GetFirstName] devient brusque et abrasif, [FromFrom.GetSheHe] a gagné le trait grossier.;;;[FromFrom.GetFirstName] es brusc[FromFrom.GetOA] y abrasiv[FromFrom.GetOA], ha ganado el rasgo grosero.;;;;;;;;;x
EVTDESCtrait_notification.15;I only care about myself, I have gained the selfish trait.;Je ne me soucie que de moi-même, j'ai gagné le trait égoïste.;;;No me preocupo más que de mi mismo, he ganado el rasgo egoísta.;;;;;;;;;x
EVTDESCtrait_notification.205;[FromFrom.GetFirstName] seems to only care about themself and not others, [FromFrom.GetSheHe] has gained the selfish trait.;[FromFrom.GetFirstName] semble uniquement se soucier de lui(elle)-même, [FromFrom.GetSheHe] a gagné le trait égoïste.;;;[FromFrom.GetFirstName] se preocupa únicamente de [FromFrom.GetElElla] mism[FromFrom.GetOA], [FromFrom.GetSheHe] ha ganado el rasgo de egoísta.;;;;;;;;;x
EVTDESCtrait_notification.16;Lately I have been trying to help and advance my family wherever possible, I have gained the family person trait.;Ces derniers temps j'ai aidé ma famille dès que je l'ai pu, j'ai gagné le trait famille.;;;Últimamente he ayudado a mi familia a avanzar con todo lo que he podido, he ganado el rasgo familiar.;;;;;;;;;x
EVTDESCtrait_notification.17;Fair play and always trying to the right thing is no longer my style, I have lost the honourable trait.;Le fair-play et la volonté de toujours faire la bonne chose ne m'intéressent plus, j'ai perdu le trait honorable.;;;El juego limpio y tratar de hacer siempre lo correcto ya no es mi estilo, he perdido el rasgo honorable.;;;;;;;;;x
EVTDESCtrait_notification.18;The rules are now there to be broken, and no mercy shall be given to any those who cross me. I have gained the ruthless trait.;Les règles sont faites pour être enfreintes, et je n'ai aucun pitié à avoir pour ceux qui tentent de me surpasser. J'ai gagné le trait impitoyable.;;;Las reglas están hechas para romperse, y no habrá clemencia para los que se crucen ante mi. He ganado el rasgo despiadado.;;;;;;;;;x
EVTDESCD_ZE_13004;[From.GetTitledFirstName] disapproves of my tendencies towards ruthlessness and has told me that I should show more ambition.;[From.GetTitledFirstName] désapprouve ma tendance à la cruauté et m'a dit que je devrais faire preuve de plus d'ambition.;[From.GetTitledFirstName] ist es nicht recht, dass ich zur Grausamkeit neige, und hat mir aufgetragen, mehr Ehrgeiz zu zeigen.;;[From.GetTitledFirstName] desaprueba mi tendencia a la crueldad y me ha dicho que debería mostrar más ambición.;;;;;;;;;x
EVTDESCD_ZE_13014;[From.GetTitledFirstName] would like me to be less nepotistic and make more efforts to actually help all people, not just my own family.;[From.GetTitledFirstName] souhaiterait que je tempère ma naïveté et que je fasse plus d'efforts pour venir en aide aux autres.;[From.GetTitledFirstName] meint, ich solle weniger naiv sein und mich mehr darum bemühen, anderen zu helfen.;;[From.GetTitledFirstName] querría que fuera menos nepotista e hiciera más esfuerzo en ayudar a los demás, no sólo a mi propia familia.;;;;;;;;;x
EVTDESCD_ZE_13034;[From.GetTitledFirstName] says I need to to be less rude and think about how my actions make others feel, but without compromising my physical courage.;[From.GetTitledFirstName] dit que je dois réfléchir davantage avant d'agir, mais sans toutefois faire de concession sur mon courage physique.;[From.GetTitledFirstName] sagt, dass ich überlegter handeln soll, wobei ich aber nicht vergessen soll, tapfer zu sein.;;[From.GetTitledFirstName] dice que tengo que ser menos grosero y pensar en como mis acciones hacen sentir a los demás, pero sin comprometer mi valor físico.;;;;;;;;;x
EVTDESCD_ZE_13044;[From.GetTitledFirstName] approves of my air of authority but thinks I should be more proud of my achievements.;[From.GetTitledFirstName] approuve ma bravoure, mais pense que je devrais tirer plus de fierté de mes accomplissements.;[From.GetTitledFirstName] schätzt meine Tapferkeit, sagt aber auch, ich solle mehr Stolz zeigen.;;[From.GetTitledFirstName] aprueba mi aire autoritario, pero piensa que debería estar más orgulloso de mis logros.;;;;;;;;;x
EVTDESCD_ZE_13054;[From.GetTitledFirstName] thinks I should learn to temper my selfishness.;[From.GetTitledFirstName] pense que je devrais apprendre à mieux contrôler mon envie.;[From.GetTitledFirstName] glaubt, ich müsse lernen, meinen Neid im Zaum zu halten.;;[From.GetTitledFirstName] piensa que debería aprender a templar mi egoísmo.;;;;;;;;;x
EVTDESCC_ZE_13084;[From.GetTitledFirstName] commends me on my sense of honour and wishes that I employ it in the service of just causes.;[From.GetTitledFirstName] me félicite pour ma modération et ma sagesse, et souhaite que je les mette au service de causes justes.;[From.GetTitledFirstName] lobt mich für meine Mäßigung und Weisheit und wünscht, dass ich sie zur Beförderung der gerechten Sache einsetze.;;[From.GetTitledFirstName] me felicita por mi sentido del honor y desea que lo emplee al servicio de las causas justas.;;;;;;;;;x
EVTOPTD_ZE_13084;My honour will not be sacrificed.;Ce n'est pas très malin de faire de l'excès de zèle.;Es zeugt nicht von Weisheit, allzu eifrig zu sein.;;No sacrificaré mi honor.;;;;;;;;;x
EVTDESCC_ZE_13112;Young [From.GetFirstName] seems to be quick to praise the deeds of others around [From.GetHerHim], while neglecting [From.GetHerHis] needs and wants.;[From.GetFirstName] semble être en adoration face aux actions de ceux qui l'entourent, négligeant sa propre activité physique et son développement.;Klein [From.GetFirstName] gerät leicht in Entzückung angesichts der Taten anderer und vernachlässigt dabei die eigene gesunde Entwicklung.;;[From.GetFirstName] parece ser rápid[From.GetOA] para alabar las obras de los que le rodean, mientras descuida sus propias necesidades y deseos.;;;;;;;;;x
